year,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
1833,0.061029885,0.070694263,0.133639665,0.114614221,0.059452991,0.086494235,0.176039879,0.14755626,0.228095536,0.079561126,0.443383117,0.372705394,0.294226187,0.293773226,0.197870187,0.263488794,0.24333125,0.407057301,0.29907695,0.492420003,0.130950653,0.170123916,0.301202741,0.028409091,0.242171952,0.249025218
1834,0.063457471,0.072737647,0.134318648,0.116324527,0.060402993,0.087996211,0.177597802,0.148594571,0.231522469,0.080437995,0.446330053,0.37518177,0.29518765,0.296193826,0.199500576,0.266135875,0.244387208,0.408696858,0.299256636,0.492786416,0.13201706,0.171538632,0.301528583,0.028538223,0.243943761,0.252193695
1835,0.065885057,0.074781031,0.134997631,0.118034832,0.061352995,0.089487582,0.179155726,0.149632883,0.234949402,0.081314864,0.450008035,0.377658145,0.296149113,0.298614427,0.201130966,0.268782956,0.245443167,0.410343808,0.299436322,0.493154021,0.133083468,0.172970393,0.301844842,0.028602789,0.245715571,0.255362172
1836,0.068312644,0.076824415,0.135676615,0.119745138,0.062302997,0.090989558,0.180713649,0.150671194,0.238376334,0.082191733,0.453458454,0.38013452,0.297110577,0.301035028,0.202761355,0.271430037,0.246499125,0.411998152,0.299616008,0.493521627,0.134149876,0.174402154,0.3021611,0.028990186,0.24748738,0.258530649
1837,0.07074023,0.078862923,0.136355598,0.121455444,0.063252999,0.092491534,0.182271572,0.151709505,0.241803267,0.083068602,0.457028344,0.382610896,0.29807204,0.303455629,0.204391744,0.274077118,0.247555083,0.413658041,0.299795694,0.493890426,0.135216283,0.17585096,0.302486942,0.029183884,0.24925919,0.261699126
1838,0.073167816,0.080911184,0.137034581,0.123165749,0.064203002,0.09399351,0.183829496,0.152747816,0.2452302,0.083945471,0.4606153,0.385087271,0.299033503,0.305876229,0.206022134,0.276724199,0.248611041,0.415325323,0.29997538,0.494258032,0.136282691,0.177316811,0.302803201,0.029958678,0.251030999,0.264867603
1839,0.075595402,0.082949691,0.137713564,0.124876055,0.065153004,0.095495486,0.185387419,0.153786127,0.248657132,0.084822339,0.464316038,0.387563647,0.299994966,0.30829683,0.207652523,0.279371281,0.249667,0.416998152,0.300155066,0.494626831,0.137349099,0.178782662,0.303129043,0.030733471,0.252802809,0.26803608
1840,0.078022989,0.085071104,0.138392547,0.12658636,0.066103006,0.096997462,0.186945342,0.154824439,0.252084065,0.085699208,0.468042377,0.390040022,0.300956429,0.310717431,0.209282912,0.282018362,0.250722958,0.418678373,0.300334752,0.49499563,0.138415507,0.18027408,0.303445302,0.031637397,0.254574618,0.271204558
1841,0.081645977,0.088055713,0.13907153,0.128296666,0.067053008,0.098499438,0.188503266,0.15586275,0.255510998,0.086576077,0.471680535,0.392516397,0.301917892,0.313138031,0.210913301,0.284665443,0.251778916,0.420365989,0.300514438,0.495005233,0.139481914,0.181765498,0.303771144,0.03357438,0.256346428,0.274373035
1842,0.085268966,0.091035445,0.139750513,0.130006972,0.06800301,0.100001414,0.190061189,0.156901061,0.25893793,0.087452946,0.475196379,0.394992773,0.302879356,0.315558632,0.212543691,0.287312524,0.252834875,0.42205915,0.300694123,0.495014835,0.140548322,0.183282483,0.304087402,0.034801136,0.258118237,0.277541512
1843,0.088891954,0.094020053,0.140429496,0.131717277,0.068953012,0.101513995,0.191619112,0.157939372,0.262364863,0.088329815,0.478518794,0.397469148,0.303840819,0.317979233,0.21417408,0.289959605,0.253890833,0.423759704,0.300873809,0.495024438,0.14161473,0.184799468,0.304413245,0.035382231,0.259890047,0.280709989
1844,0.092514943,0.096999785,0.141108479,0.133427583,0.069903014,0.103026575,0.193177036,0.158977684,0.265791796,0.089206684,0.482119973,0.399945524,0.304802282,0.320399834,0.215804469,0.292606686,0.254946791,0.425467652,0.301053495,0.49503404,0.142681138,0.186333498,0.304729503,0.036157025,0.261661856,0.283878466
1845,0.096137931,0.099989271,0.141787462,0.135137888,0.070853016,0.104528551,0.194734959,0.160015995,0.269218728,0.090083553,0.485726842,0.402421899,0.305763745,0.322820434,0.217434859,0.295253767,0.256002749,0.427182994,0.301233181,0.495043643,0.143747545,0.187884573,0.305055345,0.03706095,0.263433666,0.287046943
1846,0.09976092,0.102969003,0.142466446,0.136848194,0.071803018,0.106041132,0.196292882,0.161054306,0.272645661,0.090960422,0.48896961,0.404898274,0.306725208,0.325241035,0.219065248,0.297900848,0.257058708,0.428903882,0.301412867,0.495053245,0.144813953,0.18944417,0.305381187,0.03790031,0.265205475,0.29021542
1847,0.103383908,0.105953612,0.143145429,0.1385585,0.07275302,0.107553713,0.197850805,0.162092617,0.276072594,0.091837291,0.489811592,0.40737465,0.307686672,0.327661636,0.220695637,0.300547929,0.258114666,0.430632163,0.301592553,0.495062847,0.145880361,0.191020812,0.30570703,0.038868802,0.266977285,0.293383898
1848,0.107006897,0.108933344,0.143824412,0.140268805,0.073703022,0.109076898,0.199408729,0.163130929,0.279499526,0.09271416,0.488750581,0.409851025,0.308648135,0.330082237,0.222326026,0.303195011,0.259170624,0.432367837,0.301772239,0.49507245,0.146946768,0.192605976,0.306023288,0.040289256,0.268749094,0.296552375
1849,0.110629885,0.111922829,0.144503395,0.141979111,0.074653025,0.110589479,0.200966652,0.16416924,0.282926459,0.093591029,0.489080547,0.412327401,0.309609598,0.332502837,0.223956416,0.305842092,0.260226583,0.434110906,0.301951925,0.495082052,0.148013176,0.194208185,0.30634913,0.042871901,0.270520904,0.299720852
1850,0.114252874,0.114995221,0.145182378,0.143689417,0.075603027,0.112112664,0.202524575,0.165207551,0.286353392,0.094467898,0.489902617,0.414803776,0.310571061,0.334923438,0.225586805,0.308489173,0.261282541,0.435859519,0.302131611,0.495091655,0.149079584,0.195818916,0.306674972,0.04487345,0.272292713,0.302889329
