t,Region,Urban,Rural
2005,26,7.13602,9.599976
2005,27,0,0
2006,1,44.93881,57.07669
2006,2,51.85389,65.74067
2006,3,30.82979,39.41676
2006,4,16.34187,21.35308
2006,5,18.24158,22.91873
2006,6,16.34384,20.76046
2006,7,12.73326,16.76565
2006,8,8.188085,10.91286
2006,9,5.101698,6.936081
2006,10,10.58579,13.83523
2006,11,40.44283,51.78133
2006,12,27.83708,36.3423
2006,13,26.92983,34.86789
2006,14,20.92084,27.10458
2006,15,14.54311,19.37328
2006,16,19.59435,25.26059
2006,17,16.25438,21.07849
2006,18,6.429471,8.679399
2006,19,26.52135,34.0299
2006,20,25.15952,33.44551
2006,21,10.35338,13.83881
2006,22,9.859998,13.1253
2006,23,28.53293,37.01754
2006,24,49.63003,62.58446
2006,25,10.97781,14.83207
2006,26,7.175478,9.647649
2006,27,0,0
2007,1,44.6346,56.67965
2007,2,51.67944,65.47626
2007,3,31.34194,40.05108
2007,4,16.62893,21.71741
2007,5,19.21474,24.10821
2007,6,17.46112,22.16546
2007,7,12.90982,16.99257
2007,8,8.260998,11.00304
2007,9,5.149432,6.998744
2007,10,11.26355,14.7131
2007,11,40.67539,52.0573
2007,12,29.07958,37.95651
2007,13,27.33672,35.37363
2007,14,22.4812,29.11557
2007,15,14.72329,19.61212
2007,16,20.30072,26.16998
2007,17,16.72592,21.67913
2007,18,6.520844,8.800338
2007,19,27.14536,34.81779
2007,20,26.65421,35.40006
2007,21,10.52353,14.05878
2007,22,9.961026,13.25664
2007,23,28.55382,37.03679
2007,24,50.28331,63.38032
2007,25,11.01475,14.87629
2007,26,7.298367,9.807387
2007,27,0,0
2008,1,44.82556,56.91138
2008,2,51.16818,64.78478
2008,3,31.78577,40.59719
2008,4,17.08627,22.30357
2008,5,20.00218,25.05995
2008,6,19.35723,24.55634
2008,7,13.51161,17.77886
2008,8,8.321546,11.07664
2008,9,5.225846,7.100338
2008,10,11.42723,14.91882
2008,11,40.88456,52.30286
2008,12,29.75927,38.83558
2008,13,26.94305,34.84322
2008,14,23.5872,30.53681
2008,15,14.58273,19.42373
2008,16,20.56092,26.50416
2008,17,17.56562,22.75601
2008,18,6.574975,8.870969
2008,19,27.09995,34.74667
2008,20,29.56345,39.22796
2008,21,10.90605,14.5621
2008,22,10.11667,13.4606
2008,23,29.15221,37.80492
2008,24,50.07925,63.0949
2008,25,11.15829,15.0644
2008,26,7.646476,10.26943
2008,27,0,0
2009,1,45.6228,57.91258
2009,2,50.81334,64.29114
2009,3,30.47158,38.8982
2009,4,16.63584,21.70473
2009,5,19.9607,24.97001
2009,6,18.90915,23.97189
2009,7,14.25099,18.74561
2009,8,8.500414,11.30754
2009,9,5.218852,7.08858
2009,10,11.06869,14.44286
2009,11,40.56416,51.87077
2009,12,28.61738,37.3376
2009,13,26.29878,33.98933
2009,14,21.82913,28.25037
2009,15,14.59011,19.43238
2009,16,20.80994,26.82388
2009,17,19.2309,24.90068
2009,18,6.730082,9.07776
2009,19,26.72468,34.25267
2009,20,30.86098,40.91213
2009,21,10.88695,14.5289
2009,22,10.20364,13.5731
2009,23,29.22239,37.88784
2009,24,50.25713,63.29031
2009,25,11.12999,15.02046
2009,26,7.801483,10.47176
2009,27,0,0
2010,1,44.84159,56.91003
2010,2,51.17193,64.69913
2010,3,30.81321,39.31327
2010,4,16.63093,21.68739
2010,5,20.61687,25.74956
2010,6,18.99271,24.06136
2010,7,14.04297,18.46593
2010,8,8.4014,11.16873
2010,9,5.22928,7.100486
2010,10,11.87889,15.49155
2010,11,40.59111,51.88272
2010,12,28.92332,37.72884
2010,13,27.15729,35.07727
2010,14,22.60523,29.24394
2010,15,14.49354,19.30259
2010,16,20.84543,26.86835
2010,17,17.91957,23.19084
2010,18,6.933597,9.349716
2010,19,27.37838,35.07727
2010,20,32.23364,42.69267
2010,21,11.08491,14.78525
2010,22,10.3569,13.77371
2010,23,29.54065,38.29227
2010,24,51.22256,64.47633
2010,25,11.2069,15.11849
2010,26,7.809768,10.47703
2010,27,0,0
2011,1,44.93306,56.98678
2011,2,51.16343,64.64552
2011,3,32.03012,40.84113
2011,4,16.63866,21.68586
2011,5,21.89499,27.32422
2011,6,20.91611,26.48061
2011,7,13.92229,18.2967
2011,8,8.563848,11.3775
2011,9,5.277565,7.162435
2011,10,12.72781,16.58834
2011,11,40.84987,52.18341
2011,12,29.5131,38.47552
2011,13,29.10821,37.58286
2011,14,23.42891,30.29481
2011,15,14.89514,19.82493
2011,16,21.34201,27.49288
2011,17,18.02506,23.31548
2011,18,7.136067,9.616943
2011,19,27.97275,35.81793
2011,20,35.27774,46.68717
2011,21,11.54009,15.38257
2011,22,10.60367,14.0927
2011,23,29.39441,38.08458
2011,24,51.6955,65.03602
2011,25,11.29488,15.22775
2011,26,7.947788,10.65568
2011,27,0,0
2012,1,45.29519,57.40553
2012,2,51.37874,64.8736
2012,3,32.68882,41.65536
2012,4,16.68244,21.7312
2012,5,21.97801,27.40555
2012,6,21.92743,27.74229
2012,7,14.32415,18.81394
2012,8,8.757822,11.62787
2012,9,5.24609,7.116134
2012,10,13.20686,17.20192
2012,11,40.71297,51.97812
2012,12,29.68465,38.67625
2012,13,29.21636,37.70807
2012,14,23.56146,30.45127
2012,15,15.12598,20.11946
2012,16,21.82436,28.09819
2012,17,17.92641,23.17598
2012,18,7.251658,9.766841
2012,19,27.96056,35.78119
2012,20,36.13261,47.78024
2012,21,11.73756,15.63584
2012,22,10.81488,14.36404
2012,23,29.57358,38.29833
2012,24,52.50955,66.02325
2012,25,11.37093,15.3208
2012,26,8.018848,10.7444
2012,27,0,0
2013,1,45.16946,57.20483
2013,2,51.61303,65.12424
2013,3,32.67088,41.60634
2013,4,16.78377,21.85133
2013,5,22.1675,27.61872
2013,6,22.54945,28.50961
2013,7,14.36786,18.86043
2013,8,8.843948,11.73481
2013,9,5.285168,7.165539
2013,10,13.56931,17.66288
2013,11,40.70461,51.93649
2013,12,29.90828,38.94437
2013,13,29.6356,38.23441
2013,14,23.62511,30.51846
2013,15,15.30735,20.34785
2013,16,22.16062,28.5146
2013,17,17.97011,23.22044
2013,18,7.383585,9.938554
2013,19,28.36944,36.28266
2013,20,37.08007,48.9938
2013,21,11.9192,15.86769
2013,22,11.01426,14.61931
2013,23,29.99463,38.82482
2013,24,52.40094,65.84919
2013,25,11.41354,15.36873
2013,26,8.115542,10.86734
2013,27,0,0
2014,1,45.34872,57.38937
2014,2,51.85318,65.38081
2014,3,32.82494,41.77578
2014,4,16.89001,21.97764
2014,5,21.95917,27.33564
2014,6,22.65076,28.6175
2014,7,14.34349,18.81748
2014,8,8.916598,11.82373
2014,9,5.323877,7.214398
2014,10,13.80331,17.95606
2014,11,40.84976,52.09011
2014,12,30.32322,39.46095
2014,13,29.8727,38.52532
2014,14,23.22334,29.9845
2014,15,15.41863,20.48283
2014,16,22.48745,28.91819
2014,17,18.13817,23.42534
2014,18,7.545233,10.15004
2014,19,28.83749,36.85877
2014,20,37.92679,50.07229
2014,21,12.08424,16.07717
2014,22,11.19524,14.84983
2014,23,30.16057,39.02055
2014,24,52.52407,65.96562
2014,25,11.47557,15.44273
2014,26,8.197194,10.96999
2014,27,0,0
2015,1,45.93738,58.09023
2015,2,52.02779,65.55325
2015,3,33.15028,42.16228
2015,4,17.11292,22.25545
2015,5,22.31086,27.74885
2015,6,23.33258,29.45765
2015,7,14.58506,19.12323
2015,8,9.02739,11.96308
2015,9,5.354988,7.252923
2015,10,14.05498,18.27175
2015,11,41.07254,52.34186
2015,12,30.64768,39.85905
2015,13,30.36045,39.13902
2015,14,23.52892,30.36373
2015,15,15.61524,20.7309
2015,16,22.92218,29.4597
2015,17,18.57104,23.97171
2015,18,7.683244,10.32951
2015,19,29.41994,37.57988
2015,20,38.8323,51.22647
2015,21,12.33779,16.40405
2015,22,11.41445,15.13071
2015,23,30.41413,39.32924
2015,24,52.85054,66.33635
2015,25,11.53631,15.51493
2015,26,8.276343,11.06918
2015,27,0,0
2016,1,46.49669,58.75175
2016,2,52.25336,65.78833
2016,3,33.47114,42.54198
2016,4,17.35443,22.55704
2016,5,22.80312,28.33523
2016,6,23.95688,30.22344
2016,7,14.90825,19.53553
2016,8,9.147243,12.11424
2016,9,5.413058,7.327908
2016,10,14.44932,18.77225
2016,11,41.35433,52.66784
2016,12,31.08256,40.39998
2016,13,30.8236,39.72039
2016,14,23.85419,30.76783
2016,15,15.81331,20.98059
2016,16,23.34554,29.98573
2016,17,19.00532,24.51918
2016,18,7.843738,10.53897
2016,19,30.014,38.31448
2016,20,39.53004,52.10476
2016,21,12.62328,16.77294
2016,22,11.67004,15.4594
2016,23,30.66366,39.63224
2016,24,53.19782,66.73188
2016,25,11.61424,15.61013
2016,26,8.374433,11.19357
2016,27,0,0
2017,1,47.0269,59.37424
2017,2,52.47247,66.01366
2017,3,33.79774,42.92783
2017,4,17.59909,22.86229
2017,5,23.3091,28.93672
2017,6,24.59488,31.00477
2017,7,15.25802,19.98209
2017,8,9.270248,12.26936
2017,9,5.474001,7.40671
2017,10,14.87891,19.31779
2017,11,41.6317,52.98712
2017,12,31.53281,40.95998
2017,13,31.29125,40.30696
2017,14,24.22691,31.2325
2017,15,16.01674,21.23704
2017,16,23.77602,30.51997
2017,17,19.42604,25.04843
2017,18,8.01531,10.76307
2017,19,30.61289,39.05385
2017,20,40.099,52.81186
2017,21,12.92024,17.15659
2017,22,11.94434,15.81242
2017,23,30.90958,39.93007
2017,24,53.54364,67.12422
2017,25,11.69549,15.7097
2017,26,8.47628,11.32282
2017,27,0,0
2018,1,47.53048,59.96075
2018,2,52.68531,66.22935
2018,3,34.12948,43.31903
2018,4,17.84698,23.17129
2018,5,23.82847,29.55276
2018,6,25.24558,31.80024
2018,7,15.61287,20.43472
2018,8,9.396499,12.42856
2018,9,5.537956,7.48951
2018,10,15.34445,19.9091
2018,11,41.90421,53.2991
2018,12,31.99744,41.53772
2018,13,31.76295,40.89813
2018,14,24.63029,31.73601
2018,15,16.22721,21.5025
2018,16,24.2189,31.06915
2018,17,19.82937,25.55455
2018,18,8.198367,11.00231
2018,19,31.21451,39.79521
2018,20,40.56614,53.38363
2018,21,13.22834,17.55451
2018,22,12.23634,16.18836
2018,23,31.15145,40.22217
2018,24,53.88451,67.50896
2018,25,11.78024,15.81383
2018,26,8.58202,11.45711
2018,27,0,0
2019,1,48.00755,60.51142
2019,2,52.89256,66.43614
2019,3,34.46582,43.71478
2019,4,18.09516,23.48019
2019,5,24.361,30.18295
2019,6,25.90814,32.60871
2019,7,15.97264,20.89318
2019,8,9.525873,12.59168
2019,9,5.605066,7.576495
2019,10,15.84771,20.54841
2019,11,42.17101,53.60265
2019,12,32.47558,42.13202
2019,13,32.23827,41.49331
2019,14,25.06576,32.28014
2019,15,16.44427,21.7763
2019,16,24.67735,31.63731
2019,17,20.21637,26.03888
2019,18,8.393606,11.25761
2019,19,31.81802,40.53748
2019,20,40.95462,53.85083
2019,21,13.54748,17.96655
2019,22,12.54545,16.58642
2019,23,31.38916,40.5084
2019,24,54.21619,67.88075
2019,25,11.86862,15.92272
2019,26,8.691791,11.59662
2019,27,0,0
2020,1,48.45603,61.02361
2020,2,53.09803,66.63882
2020,3,34.79822,44.10418
2020,4,18.34244,23.78745
2020,5,24.90703,30.82751
2020,6,26.57951,33.42617
2020,7,16.33661,21.35651
2020,8,9.658668,12.75909
2020,9,5.675485,7.667869
2020,10,16.37591,21.21904
2020,11,42.42921,53.89407
2020,12,32.96886,42.74493
2020,13,32.7167,42.09187
2020,14,25.54955,32.88567
2020,15,16.67015,22.0614
2020,16,25.15623,32.23057
2020,17,20.59212,26.50802
2020,18,8.603005,11.53158
2020,19,32.41843,41.27423
2020,20,41.28733,54.24379
2020,21,13.87553,18.38987
2020,22,12.86821,17.00196
2020,23,31.62264,40.78863
2020,24,54.54042,68.24168
2020,25,11.96049,16.03616
2020,26,8.805739,11.74153
2020,27,0,0
2021,1,48.85619,61.48158
2021,2,53.20718,66.72619
2021,3,35.12536,44.4911
2021,4,18.62585,24.1435
2021,5,25.34676,31.34863
2021,6,27.17402,34.15025
2021,7,16.6917,21.80949
2021,8,9.795884,12.93313
2021,9,5.745334,7.758225
2021,10,16.881,21.86161
2021,11,42.66039,54.15631
2021,12,33.40879,43.29327
2021,13,33.11929,42.59317
2021,14,26.04662,33.50954
2021,15,16.91249,22.36939
2021,16,25.58806,32.76587
2021,17,20.9237,26.92258
2021,18,8.812227,11.80484
2021,19,32.95469,41.93291
2021,20,41.55629,54.5606
2021,21,14.18237,18.78524
2021,22,13.16138,17.37936
2021,23,31.88042,41.10178
2021,24,54.7696,68.48444
2021,25,12.06094,16.16114
2021,26,8.894996,11.85392
2021,27,0,0
2022,1,49.25356,61.93408
2022,2,53.31834,66.81461
2022,3,35.4524,44.87677
2022,4,18.91712,24.50929
2022,5,25.79331,31.87679
2022,6,27.7752,34.88107
2022,7,17.0496,22.26563
2022,8,9.937971,13.11339
2022,9,5.818431,7.852875
2022,10,17.4122,22.53716
2022,11,42.88984,54.41543
2022,12,33.85764,43.85242
2022,13,33.52342,43.0959
2022,14,26.54848,34.13881
2022,15,17.16754,22.69381
2022,16,26.02748,33.31002
2022,17,21.24845,27.32782
2022,18,9.033557,12.09398
2022,19,33.48736,42.5858
2022,20,41.79564,54.83797
2022,21,14.49367,19.18604
2022,22,13.46583,17.77121
2022,23,32.13454,41.40971
2022,24,54.99844,68.72541
2022,25,12.16542,16.29137
2022,26,8.986873,11.96969
2022,27,0,0
2023,1,49.64106,62.37221
2023,2,53.4313,66.90379
2023,3,35.77888,45.26062
2023,4,19.21663,24.88531
2023,5,26.24698,32.41238
2023,6,28.38227,35.61764
2023,7,17.41066,22.72535
2023,8,10.08518,13.30019
2023,9,5.894928,7.952018
2023,10,17.97069,23.24714
2023,11,43.11709,54.6708
2023,12,34.31471,44.42141
2023,13,33.92877,43.59962
2023,14,27.06186,34.78208
2023,15,17.4362,23.0358
2023,16,26.47758,33.86694
2023,17,21.56639,27.72382
2023,18,9.267635,12.39982
2023,19,34.01509,43.23118
2023,20,42.01793,55.09241
2023,21,14.81015,19.59317
2023,22,13.78168,18.17761
2023,23,32.38481,41.7122
2023,24,55.22648,68.96407
2023,25,12.27401,16.42694
2023,26,9.081438,12.0889
2023,27,0,0
2024,1,50.01741,62.79422
2024,2,53.54601,66.99349
2024,3,36.10437,45.64204
2024,4,19.52346,25.27032
2024,5,26.7076,32.95499
2024,6,28.99472,36.35918
2024,7,17.77438,23.18801
2024,8,10.23772,13.49378
2024,9,5.974987,8.055863
2024,10,18.55699,23.99216
2024,11,43.34212,54.92241
2024,12,34.77948,44.99957
2024,13,34.33501,44.10392
2024,14,27.55851,35.40301
2024,15,17.71964,23.39689
2024,16,26.93924,34.43769
2024,17,21.87779,28.11088
2024,18,9.515001,12.72306
2024,19,34.5374,43.86838
2024,20,42.23194,55.33545
2024,21,15.13136,20.00606
2024,22,14.10889,18.59849
2024,23,32.63127,42.00926
2024,24,55.45275,69.19898
2024,25,12.38679,16.56795
2024,26,9.178758,12.21164
2024,27,0,0
2025,1,50.38172,63.19894
2025,2,53.66228,67.08347
2025,3,36.42853,46.02057
2025,4,19.83704,25.66359
2025,5,27.17513,33.50459
2025,6,29.61209,37.10507
2025,7,18.13979,23.65229
2025,8,10.39573,13.69435
2025,9,6.058776,8.164634
2025,10,19.17252,24.77397
2025,11,43.5649,55.1701
2025,12,35.25089,45.58547
2025,13,34.74183,44.60837
2025,14,28.06141,36.03116
2025,15,18.01863,23.77806
2025,16,27.41285,35.0227
2025,17,22.18262,28.48898
2025,18,9.776122,13.0643
2025,19,35.05348,44.49634
2025,20,42.4437,55.575
2025,21,15.45682,20.42403
2025,22,14.44743,19.0338
2025,23,32.87389,42.30085
2025,24,55.67649,69.42938
2025,25,12.50377,16.71442
2025,26,9.278899,12.33799
2025,27,0,0
2026,1,50.7266,63.57706
2026,2,53.7506,67.13671
2026,3,36.74883,46.39293
2026,4,20.14665,26.05122
2026,5,27.55562,33.94531
2026,6,30.1893,37.79872
2026,7,18.47975,24.08285
2026,8,10.55662,13.89845
2026,9,6.149073,8.282059
2026,10,19.73776,25.48978
2026,11,43.78451,55.41272
2026,12,35.69304,46.13269
2026,13,35.09534,45.0438
2026,14,28.51648,36.59704
2026,15,18.27119,24.09752
2026,16,27.86046,35.57347
2026,17,22.47402,28.84931
2026,18,10.01614,13.37693
2026,19,35.49192,45.02448
2026,20,42.63496,55.78718
2026,21,15.75633,20.80721
2026,22,14.74247,19.41128
2026,23,33.10999,42.58353
2026,24,55.86095,69.60921
2026,25,12.62151,16.86172
2026,26,9.374212,12.45777
2026,27,0,0
2027,1,51.05711,63.93483
2027,2,53.84107,67.1908
2027,3,37.06706,46.7614
2027,4,20.46112,26.44462
2027,5,27.94016,34.38954
2027,6,30.76937,38.49402
2027,7,18.81824,24.51095
2027,8,10.723,14.10952
2027,9,6.243714,8.405217
2027,10,20.32837,26.23733
2027,11,44.00198,55.65155
2027,12,36.14051,46.68594
2027,13,35.44884,45.47866
2027,14,28.9702,37.1604
2027,15,18.53358,24.42954
2027,16,28.31765,36.13544
2027,17,22.75962,29.20167
2027,18,10.26728,13.70403
2027,19,35.92444,45.54382
2027,20,42.82842,56.00167
2027,21,16.05773,21.19237
2027,22,15.04461,19.79763
2027,23,33.34247,42.86103
2027,24,56.04382,69.78548
2027,25,12.74336,17.01434
2027,26,9.472071,12.5808
2027,27,0,0
2028,1,51.38526,64.28716
2028,2,53.93334,67.24524
2028,3,37.38384,47.12663
2028,4,20.77952,26.84256
2028,5,28.3283,34.83656
2028,6,31.35499,39.19424
2028,7,19.15521,24.93654
2028,8,10.89434,14.32686
2028,9,6.342923,8.534396
2028,10,20.94451,27.01677
2028,11,44.21686,55.88594
2028,12,36.59131,47.24264
2028,13,35.80211,45.91267
2028,14,29.42161,37.71996
2028,15,18.80622,24.77463
2028,16,28.78447,36.7086
2028,17,23.04225,29.54972
2028,18,10.53006,14.04626
2028,19,36.3527,46.05643
2028,20,43.02518,56.21995
2028,21,16.3636,21.58294
2028,22,15.3541,20.19316
2028,23,33.57172,43.13382
2028,24,56.22284,69.95545
2028,25,12.86964,17.17268
2028,26,9.572536,12.70714
2028,27,0,0
2029,1,51.69009,64.60779
2029,2,54.0276,67.30003
2029,3,37.69931,47.48879
2029,4,21.10044,27.24323
2029,5,28.72336,35.29044
2029,6,31.94737,39.90075
2029,7,19.49083,25.35982
2029,8,11.07106,14.55098
2029,9,6.446928,8.669896
2029,10,21.58648,27.82841
2029,11,44.42919,56.1159
2029,12,37.04461,47.80164
2029,13,36.15492,46.34549
2029,14,29.86581,38.26943
2029,15,19.08977,25.13365
2029,16,29.26161,37.29379
2029,17,23.32349,29.89542
2029,18,10.80475,14.40395
2029,19,36.77631,46.5618
2029,20,43.22604,56.44297
2029,21,16.67422,21.97926
2029,22,15.67214,20.59944
2029,23,33.7978,43.40198
2029,24,56.39822,70.11916
2029,25,13.00047,17.3369
2029,26,9.675666,12.83687
2029,27,0,0
2030,1,51.96788,64.89201
2030,2,54.12377,67.35509
2030,3,38.01307,47.84728
2030,4,21.42374,27.64641
2030,5,29.12175,35.74661
2030,6,32.54596,40.61277
2030,7,19.82405,25.77941
2030,8,11.25298,14.78165
2030,9,6.555974,8.812037
2030,10,22.25413,28.67191
2030,11,44.63919,56.34167
2030,12,37.49988,48.36226
2030,13,36.50706,46.77687
2030,14,30.30254,38.80846
2030,15,19.3846,25.50706
2030,16,29.74967,37.89166
2030,17,23.60336,30.23882
2030,18,11.0917,14.77753
2030,19,37.19518,47.05974
2030,20,43.43164,56.67157
2030,21,16.98959,22.38131
2030,22,15.99862,21.01628
2030,23,34.0209,43.66574
2030,24,56.56992,70.2766
2030,25,13.13648,17.50782
2030,26,9.781523,12.97007
2030,27,0,0
2031,1,52.32158,65.27921
2031,2,54.19497,67.38613
2031,3,38.30898,48.18798
2031,4,21.74243,28.04567
2031,5,29.46154,36.13858
2031,6,33.09647,41.26921
2031,7,20.13263,26.16849
2031,8,11.42236,14.99669
2031,9,6.669856,8.960458
2031,10,22.87551,29.45811
2031,11,44.84657,56.56969
2031,12,37.91555,48.8763
2031,13,36.82244,47.16182
2031,14,30.66662,39.25618
2031,15,19.62913,25.81541
2031,16,30.15238,38.38374
2031,17,23.82456,30.50907
2031,18,11.38034,15.15302
2031,19,37.56414,47.49909
2031,20,43.60598,56.86699
2031,21,17.27693,22.74714
2031,22,16.27406,21.36744
2031,23,34.21841,43.89853
2031,24,56.71712,70.40623
2031,25,13.27243,17.67901
2031,26,9.884255,13.09967
2031,27,0,0
2032,1,52.66259,65.64839
2032,2,54.26752,67.41721
2032,3,38.60302,48.52519
2032,4,22.0636,28.44768
2032,5,29.80275,36.53114
2032,6,33.65231,41.93054
2032,7,20.44383,26.56053
2032,8,11.59632,15.21749
2032,9,6.789246,9.116122
2032,10,23.51916,30.27205
2032,11,45.05118,56.79324
2032,12,38.3319,49.39051
2032,13,37.13694,47.5451
2032,14,31.01758,39.68645
2032,15,19.88082,26.13283
2032,16,30.56416,38.88645
2032,17,24.04601,30.77922
2032,18,11.68098,15.54403
2032,19,37.92857,47.93165
2032,20,43.78371,57.06636
2032,21,17.568,23.11744
2032,22,16.55523,21.72573
2032,23,34.41356,44.12782
2032,24,56.86179,70.53117
2032,25,13.4131,17.85627
2032,26,9.989591,13.23257
2032,27,0,0
2033,1,52.99283,66.00172
2033,2,54.34106,67.44757
2033,3,38.89511,48.85864
2033,4,22.38827,28.85371
2033,5,30.14928,36.9291
2033,6,34.21378,42.59696
2033,7,20.75893,26.95718
2033,8,11.77529,15.44463
2033,9,6.914424,9.279397
2033,10,24.1851,31.11368
2033,11,45.2529,57.0121
2033,12,38.74858,49.90446
2033,13,37.4504,47.92653
2033,14,31.35355,40.0969
2033,15,20.14079,26.46074
2033,16,30.9861,39.40113
2033,17,24.26888,31.05078
2033,18,11.99408,15.95114
2033,19,38.28821,48.35707
2033,20,43.96509,57.27004
2033,21,17.86278,23.49215
2033,22,16.84228,22.09132
2033,23,34.60634,44.35356
2033,24,57.00449,70.65196
2033,25,13.55863,18.0398
2033,26,10.09758,13.36886
2033,27,0,0
2034,1,53.31322,66.3404
2034,2,54.41553,67.47709
2034,3,39.18491,49.18795
2034,4,22.71624,29.26354
2034,5,30.49726,37.32767
2034,6,34.78001,43.26741
2034,7,21.07762,27.35802
2034,8,11.95925,15.67805
2034,9,7.045687,9.450665
2034,10,24.87287,31.98234
2034,11,45.45184,57.22641
2034,12,39.16535,50.41781
2034,13,37.76266,48.30585
2034,14,31.67549,40.48871
2034,15,20.40945,26.79967
2034,16,31.41836,39.92796
2034,17,24.49303,31.32357
2034,18,12.32023,16.37509
2034,19,38.64321,48.77547
2034,20,44.15046,57.47845
2034,21,18.15946,23.86889
2034,22,17.13527,22.4643
2034,23,34.79708,44.57619
2034,24,57.14532,70.76872
2034,25,13.7092,18.22982
2034,26,10.20829,13.50858
2034,27,0,0
2035,1,53.62991,66.67185
2035,2,54.49045,67.50509
2035,3,39.47314,49.51388
2035,4,23.04881,29.6788
2035,5,30.87584,37.76242
2035,6,35.34315,43.93191
2035,7,21.39931,27.76225
2035,8,12.14811,15.91762
2035,9,7.183349,9.630336
2035,10,25.58037,32.87528
2035,11,45.64724,57.43517
2035,12,39.5821,50.93038
2035,13,38.07356,48.68289
2035,14,32.17885,41.11164
2035,15,20.6868,27.1496
2035,16,31.86091,40.46681
2035,17,24.71311,31.59075
2035,18,12.6614,16.81847
2035,19,38.99022,49.18265
2035,20,44.33961,57.6913
2035,21,18.46213,24.25305
2035,22,17.43198,22.84171
2035,23,34.9836,44.7929
2035,24,57.29251,70.89154
2035,25,13.86585,18.4277
2035,26,10.32177,13.65183
2035,27,0,0
2036,1,53.9338,66.98476
2036,2,54.55814,67.522
2036,3,39.74553,49.81863
2036,4,23.37973,30.09141
2036,5,31.24525,38.18462
2036,6,35.87831,44.55956
2036,7,21.68626,28.12097
2036,8,12.33492,16.15422
2036,9,7.334647,9.828096
2036,10,26.25942,33.73056
2036,11,45.85183,57.65436
2036,12,39.96128,51.39391
2036,13,38.37578,49.04824
2036,14,32.66059,41.70604
2036,15,20.90987,27.4279
2036,16,32.21298,40.88971
2036,17,24.90017,31.81528
2036,18,12.998,17.25526
2036,19,39.3077,49.55137
2036,20,44.52562,57.89952
2036,21,18.75636,24.62562
2036,22,17.68501,23.16151
2036,23,35.15872,44.99451
2036,24,57.42394,70.993
2036,25,14.03067,18.63619
2036,26,10.45992,13.82752
2036,27,0,0
2037,1,54.22812,67.28294
2037,2,54.62705,67.53807
2037,3,40.01501,50.11824
2037,4,23.70924,30.50172
2037,5,31.61865,38.61031
2037,6,36.41589,45.18803
2037,7,21.97411,28.48038
2037,8,12.52608,16.39625
2037,9,7.493708,10.03605
2037,10,26.95746,34.60907
2037,11,46.05377,57.86902
2037,12,40.33949,51.85545
2037,13,38.67646,49.41103
2037,14,33.16338,42.32637
2037,15,21.13688,27.71102
2037,16,32.56934,41.31706
2037,17,25.08828,32.04076
2037,18,13.34704,17.70801
2037,19,39.6198,49.91213
2037,20,44.71509,58.11173
2037,21,19.05383,25.00196
2037,22,17.94204,23.48615
2037,23,35.33189,45.19309
2037,24,57.55341,71.09012
2037,25,14.20106,18.85183
2037,26,10.60219,14.00847
2037,27,0,0
2038,1,54.51629,67.57067
2038,2,54.69659,67.55251
2038,3,40.28185,50.41301
2038,4,24.04019,30.91335
2038,5,31.99607,39.03957
2038,6,36.95603,45.81739
2038,7,22.26458,28.84273
2038,8,12.72232,16.64463
2038,9,7.660949,10.25474
2038,10,27.67403,35.51022
2038,11,46.25325,58.07927
2038,12,40.71681,52.31511
2038,13,38.97547,49.77113
2038,14,33.68198,42.96588
2038,15,21.37055,28.00249
2038,16,32.93301,41.75263
2038,17,25.27873,32.26879
2038,18,13.70913,18.17752
2038,19,39.92673,50.26515
2038,20,44.90816,58.32807
2038,21,19.35539,25.38319
2038,22,18.2036,23.81633
2038,23,35.50323,45.3888
2038,24,57.6817,71.18368
2038,25,14.37722,19.07488
2038,26,10.74867,14.19479
2038,27,0,0
2039,1,54.80016,67.84982
2039,2,54.76675,67.56516
2039,3,40.54584,50.70266
2039,4,24.37229,31.32592
2039,5,32.3773,39.47193
2039,6,37.49795,46.44658
2039,7,22.55762,29.20791
2039,8,12.92369,16.89943
2039,9,7.83681,10.48474
2039,10,28.40886,36.43354
2039,11,46.45078,58.28581
2039,12,41.09316,52.77277
2039,13,39.27269,50.1283
2039,14,34.21498,43.62273
2039,15,21.61143,28.30304
2039,16,33.30407,42.19648
2039,17,25.47136,32.4992
2039,18,14.08468,18.66427
2039,19,40.22848,50.61032
2039,20,45.10502,58.54876
2039,21,19.66116,25.76944
2039,22,18.46997,24.15241
2039,23,35.67281,45.58165
2039,24,57.80883,71.2737
2039,25,14.55928,19.30547
2039,26,10.8995,14.38664
2039,27,0,0
2040,1,55.08144,68.12257
2040,2,54.83755,67.57581
2040,3,40.80685,50.98698
2040,4,24.70524,31.73902
2040,5,32.76234,39.90743
2040,6,38.04123,47.07488
2040,7,22.85318,29.57588
2040,8,13.13021,17.16067
2040,9,8.02175,10.72665
2040,10,29.16078,37.37749
2040,11,46.64682,58.48914
2040,12,41.46871,53.22862
2040,13,39.56798,50.48241
2040,14,34.76165,44.29593
2040,15,21.86008,28.61337
2040,16,33.68252,42.64856
2040,17,25.66553,32.7311
2040,18,14.4741,19.16879
2040,19,40.52507,50.94773
2040,20,45.30589,58.77405
2040,21,19.97127,26.16084
2040,22,18.74133,24.4946
2040,23,35.84068,45.7718
2040,24,57.93478,71.36002
2040,25,14.74735,19.54375
2040,26,11.05479,14.58416
2040,27,0,0
